,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3160,3VEEFoeRv26mQmOzGU3Ckg,GAYLE,New Pop Icons,ur just horny,0,178787,True,0.529,0.897,1,-4.713,0,0.0726,0.221,0.0,0.0399,0.885,180.118,4.0,alternative
18829,04yn2aWfZ1FOYC6J4LE1tY,Ralphie May,Just Correct,Tough Day to Be Black,21,218412,True,0.53,0.742,5,-14.897,0,0.915,0.893,0.0,0.89,0.491,108.281,4.0,comedy
20647,0WjWcbAurU0tbno6F6X1DE,Ava Max;Until Dawn,Dance Dance Dance,Kings & Queens - Until Dawn Remix,0,195121,False,0.614,0.894,1,-5.627,0,0.0328,0.00014,0.000308,0.263,0.444,122.951,4.0,dance
13750,2t3xtvQMctGjNK1QI0PBVm,Romanthony;Mia Dora,"Trust 2014 (Remixes, Pt. 2)",Trust - Mia Dora Remix,31,456086,False,0.744,0.76,10,-6.718,1,0.0417,0.000507,0.358,0.358,0.321,119.994,4.0,chicago-house
10599,3klP0PwUz08y6CB8NIUM0A,Ed Solo;Deekline,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,Sensi - Original Mix,13,345600,False,0.634,0.936,11,-3.695,0,0.0561,0.000554,0.000171,0.103,0.585,175.025,4.0,breakbeat
24308,3rTGPipvp69ayKhNdPnS50,K-Hand,"Acacia Classics, Vol. 3",Come On Now Baby,7,445080,False,0.615,0.896,8,-6.542,0,0.139,0.0494,0.0958,0.126,0.616,128.98,4.0,detroit-techno
18150,7zvKFw17XyoBUx9mHiwzPy,Pink Guy,Pink Season,Rice Balls,46,196173,True,0.717,0.587,7,-8.97,1,0.368,0.0795,1.87e-05,0.192,0.336,112.44,5.0,comedy
983,3eocijVoKZ340ZIkvsatUc,She/Her/hers,To-Do Lists (Color Coded),To-Do Lists (Color Coded),25,167999,False,0.566,0.835,7,-7.985,1,0.0377,0.0167,0.0326,0.172,0.549,95.009,4.0,acoustic
24429,3Izcim1VSZfGhqrwhUj4dD,Juan Atkins,Tresor 30,I Love You,8,441600,False,0.61,0.812,9,-10.682,0,0.042,1.66e-05,0.393,0.0969,0.281,119.982,4.0,detroit-techno
19046,3h39RyWGw1toh9dpSeNbdE,Creedence Clearwater Revival,60s Christmas Party,Bad Moon Rising,0,141600,False,0.508,0.769,2,-5.973,1,0.0326,0.0577,6.1e-06,0.063,0.939,178.95,4.0,country
36689,5zBKLL980Mcy80pgH7Lb4U,Sergent Garcia,La Semilla Escondida,El Regreso,33,537066,False,0.877,0.773,7,-3.118,1,0.0352,0.154,0.000414,0.0889,0.796,99.951,4.0,french
40998,2Msg6jQVczsxdK5z7JS3S8,Amanda Ferrari,Eu Vejo Deus,Decreto de Deus,37,273066,False,0.578,0.696,5,-5.053,1,0.0277,0.394,0.0,0.247,0.602,143.865,4.0,gospel
6337,455DO7PYZRFc3nMgqRQLMX,Eisregen,Fegefeuer,Knochentorte,21,253413,False,0.516,0.92,3,-3.986,1,0.0604,0.000373,7.98e-06,0.156,0.406,79.996,4.0,black-metal
39848,4HSMSkmkFUCdo1cp91AL8X,Sean Finn;Gino Montesano;Jay Frog,"Summertime House Grooves, Vol. 6",Sunglasses At Night - Jay Frog Remix,0,350714,False,0.781,0.529,9,-5.416,1,0.0449,0.00363,0.291,0.0748,0.416,128.01,4.0,german
22471,5RKNHGP5Nv526dJ5LmgcjX,Sepultura,Arise,Orgasmatron,55,254386,False,0.495,0.98,9,-5.467,1,0.091,0.000177,0.000451,0.227,0.326,138.217,4.0,death-metal
37600,67ncYmW29pNJJY2yXuLPwT,Ice Cube,Greatest Hits,You Know How We Do It,67,232786,True,0.743,0.651,10,-6.269,0,0.0343,0.0231,0.00388,0.0851,0.543,92.876,4.0,funk
33893,1mfGcxVm4sfC0FAGVSg0Hh,Coheed and Cambria,No World For Tomorrow,III - The End Complete,33,464066,False,0.451,0.845,4,-5.986,0,0.0774,0.00288,7.13e-05,0.169,0.414,144.536,4.0,emo
8728,7bZDI11EKQC1tKIVkAujzi,Salif Keita,Africa Rising Vol.5,Kamoukié,0,303853,False,0.707,0.933,0,-6.985,1,0.0654,0.156,0.0,0.0996,0.884,120.042,4.0,blues
39968,1t5IMxAgi4fILSHXOtAXQ1,Ski Aggu;SEZA,Privnote,Privnote,37,147202,True,0.765,0.499,0,-9.958,0,0.351,0.447,0.00143,0.116,0.523,145.213,4.0,german
30816,5aXTfpNOqLj35ydEiLio67,Martin Garrix;Zedd,Follow,Follow,67,221220,False,0.588,0.78,11,-6.102,0,0.0432,0.0333,0.193,0.0728,0.201,127.085,4.0,edm
21413,3Ry6M5to0EblssBg3pfJt8,Mr Eazi;DJ Tarico;Joey B,Patek,Patek,58,218396,True,0.87,0.45,1,-12.221,1,0.0434,0.00491,0.414,0.0514,0.508,112.987,4.0,dancehall
37829,0jeFHISVpw1dgBOdM63SB3,Simone & Simaria,Bar Das Coleguinhas (Ao Vivo),Volta Vai - Ao Vivo,45,276386,False,0.593,0.864,6,-3.348,0,0.084,0.188,0.0,0.333,0.726,145.944,4.0,funk
7953,0dpjuJLetnheYPSzLiQR62,Stuart Duncan;Edgar Meyer;Chris Thile;Yo-Yo Ma,Not Our First Goat Rodeo,Not For Lack of Trying,21,309226,False,0.28,0.0686,7,-19.994,1,0.0413,0.933,0.00653,0.155,0.103,149.423,3.0,bluegrass
35402,5jLYY4tAiUEDTxIO3J2dKS,Israel Novaes;Jefferson Moraes,Forró Do Israel (Ao Vivo),Cuidando De Longe - Ao Vivo,42,199400,False,0.596,0.848,1,-3.043,1,0.0491,0.596,0.0,0.402,0.465,101.947,4.0,forro
24417,2YZGF9XDFv5255q0qeDYVo,Juan Atkins,Back To Basics (Part 2),Dusk Til Dawn,9,506746,False,0.79,0.242,9,-20.654,1,0.179,0.000191,0.922,0.111,0.122,143.96,4.0,detroit-techno
15156,7F6PtLP6fJPVtA1FWVkl8K,Luke Chiang,Shouldn't Be,Shouldn't Be,71,210480,False,0.647,0.294,6,-10.344,0,0.0312,0.728,0.0,0.123,0.323,124.999,3.0,chill
17853,5rOzcHIZaF038jMeHkUZR0,Arca,Arca,Reverie,40,192767,False,0.251,0.554,9,-9.641,0,0.0334,0.0528,0.127,0.188,0.0764,126.224,4.0,club
40849,3I3UJrfL3HuojugoBSF7YW,Raquel Mello,Sinais de Deus,Oração da Família,38,277733,False,0.542,0.661,4,-5.417,0,0.0282,0.263,0.0,0.106,0.236,117.03,4.0,gospel
11898,2VfvfFSVD1Ki0PH0Xd0jcv,Gerry & The Pacemakers,How Do You Like It? [Mono And Stereo Version],You'll Never Walk Alone - Stereo; 1997 Remaster,55,164173,False,0.48,0.235,0,-12.636,1,0.0318,0.172,4.56e-06,0.234,0.295,113.33,3.0,british
31672,1Ia95g66IhlAJ3qVI4qI8W,shy martin,Slow,Slow,67,163547,False,0.636,0.243,2,-9.509,1,0.04,0.815,0.0,0.111,0.239,142.016,4.0,electro
19305,34chhNX59Wo9HMFCsI3K8Y,Kane Brown;blackbear,Memory,Memory,72,153337,False,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,5.0,country
18918,4NCdJLed3VyG7C0lu5H9V1,David Spade,My Fake Problems,Drinking and Driving,20,343243,True,0.563,0.89,6,-6.652,1,0.923,0.791,0.0,0.831,0.309,77.896,5.0,comedy
6669,0P5eb6K1JqpTE2u3qRQSRf,Warmoon Lord,Battlespells,In Perennial Twilight,17,485917,False,0.114,0.808,1,-13.192,1,0.0534,1.62e-06,0.225,0.313,0.0487,159.719,4.0,black-metal
2303,7IL8PSVwLOJxqYne6azxQv,The Neighbourhood,Chip Chrome & The Mono-Tones,Pretty Boy,75,234093,False,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,4.0,alt-rock
13630,3DezKRJtCMa5fBTfyrOi8W,Larry Heard,Love's Arrival,Luminous Energy,8,398532,False,0.81,0.361,9,-15.936,0,0.0942,0.00718,0.837,0.0894,0.342,120.006,4.0,chicago-house
32293,7wTrROmo8E67iuUOoqxE0P,Nxtwave;Su Presencia,Burning Flame,Siéntelo en Tu Corazón,41,203437,False,0.689,0.805,1,-4.639,0,0.0601,0.246,3.18e-06,0.0803,0.785,95.989,4.0,electronic
40279,695722v5GPk2Uml2Tgv5ly,Ministério Vineyard;Nívea Soares,"Vem, Esta É a Hora (Ao Vivo)",Meu Respirar - Ao Vivo,44,355160,False,0.299,0.416,0,-9.065,1,0.0318,0.662,0.0,0.707,0.131,119.512,4.0,gospel
29331,4r9qyANhnnv7q2ENG2ggre,Trivecta;Jay Mason,Sail Away (feat. Jay Mason),Sail Away (feat. Jay Mason),41,252200,False,0.308,0.727,7,-4.815,1,0.0475,0.0179,0.0,0.417,0.282,150.059,4.0,dubstep
28130,2lxoIZS8tpFwbiJyrDYguI,SLANDER;Ganja White Night,Miss You,Miss You,57,200000,False,0.392,0.472,1,-7.225,0,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,4.0,dub
36267,7uw26UWzSgHsbLbdwbtSB2,Panta Ray,Before The Sun,Before The Sun,57,181652,False,0.728,0.291,2,-13.366,1,0.0411,0.752,0.765,0.0949,0.0573,115.008,4.0,french
2465,6hypt8VPJxeMXTTcRUHS86,The Score,Pressure,Glory,60,166693,False,0.564,0.613,11,-5.055,1,0.0318,0.111,3.22e-06,0.0825,0.48,84.951,4.0,alt-rock
41532,7GoTfbWZ67uB9VNvVRwrdV,Vision Video,Inked in Red,Agent Orange,22,267840,False,0.448,0.8,4,-6.491,0,0.0389,0.0112,0.00103,0.0909,0.227,131.731,4.0,goth
29119,2gBQ35qqBE75t00kV221Xy,Krewella;Yellow Claw;Taylor Bennett,New World,New World,51,161963,False,0.681,0.768,6,-4.356,0,0.0774,0.0314,0.0,0.0839,0.718,162.976,4.0,dubstep
6249,13egNICeT6BaEjXAFHd7k4,Toxic Holocaust,Primal Future: 2019,Deafened By The Roar,22,90595,False,0.41,0.987,6,-4.241,0,0.0651,0.000121,0.0,0.254,0.117,95.047,4.0,black-metal
35373,3rI4yqKlC1Jy3V0OgdopAx,Alemão Do Forró;Soró Silva,Não Vendo Não,Não Vendo Não,42,176470,False,0.749,0.726,0,-3.001,1,0.047,0.492,0.0,0.0768,0.861,169.901,4.0,forro
6098,77Z0K0hrN4ceXap1sk9S5P,Midnight,Rebirth by Blasphemy,Rebirth by Blasphemy,23,187506,False,0.172,0.944,1,-5.545,1,0.0683,3.75e-05,0.00133,0.117,0.221,149.696,4.0,black-metal
20123,7D7okiV0tkwGjOYUlKlOlf,Bruno Mars;Anderson .Paak;Silk Sonic,Midnight Music,Leave the Door Open,1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4.0,dance
21013,03um6hfYLzq0p4c3Lk0Dld,Burna Boy,Daily Pop Mix,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4.0,dancehall
21865,5lAOltJO0aw2FUP5Use4cD,Mr Eazi;emPawa Africa;King Promise,One Day You Will Understand,Baby I'm Jealous,51,150000,False,0.667,0.442,1,-7.069,0,0.291,0.148,0.0,0.102,0.526,107.092,4.0,dancehall
26697,0SRlIQjLoCCr8TXpZbB3ar,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Odkrycie Mirabel,20,176493,False,0.129,0.295,1,-14.716,1,0.0493,0.608,0.896,0.0476,0.0433,76.947,3.0,disney
17579,7melzi9ApEUgOUapxhTVKP,Glee Cast,A Katy or a Gaga (Music from the Episode),Wide Awake (Glee Cast Version),41,212133,False,0.427,0.23,5,-8.935,1,0.0338,0.927,0.0,0.173,0.27,133.347,4.0,club
23395,4fRfa7duZ3fyzlK5pzkDQY,Soulsearcher,Can't Get Enough!,Can't Get Enough! - Vocal Club Mix,32,409920,False,0.742,0.973,4,-6.425,0,0.0367,0.000375,0.601,0.346,0.984,128.123,4.0,deep-house
21445,3btX0VPszRCWYYugFnoCYG,Shamanes Crew;DJ Acres,Tótem,Tu Luz Vive En Mi,33,234794,False,0.842,0.788,7,-4.599,1,0.102,0.167,4.08e-06,0.143,0.705,94.991,4.0,dancehall
11029,3J5pA2wR1GJa17a8vHwW23,The Rolling Stones,Halloween Hits,"Paint It, Black",1,224133,False,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4.0,british
8108,2gaVsa8Ifi2w2csnRqNN2F,Ella Fitzgerald,Slow Christmas Songs 2022,The Secret Of Christmas,0,168146,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3.0,blues
1388,2RhJqgcxU7hy1KZ8xLGuky,The Budos Band,The Budos Band II,Deep in the Sand,22,225826,False,0.471,0.864,8,-5.079,1,0.0383,0.000394,0.843,0.0526,0.486,119.095,4.0,afrobeat
13004,1E8hMeQvfgvQPjN3BZ2viF,Mr. Fingers,Amnesia,Mystery of Love,47,430576,False,0.767,0.686,7,-10.476,1,0.0461,0.0681,0.91,0.111,0.565,114.07,4.0,chicago-house
6947,20k6wvqnsp9pyv4FaTf94h,Kvelertak,Kvelertak,Fossegrim - BBC Sessions 2010,18,203057,True,0.269,0.922,7,-3.872,1,0.0773,2.14e-05,0.0134,0.0765,0.368,159.878,4.0,black-metal
23446,4XzIist5bvsQp1lVib68Eq,Deepend;Brendan Mills,Ain't No Sunshine,Ain't No Sunshine,0,126859,False,0.715,0.627,9,-7.956,0,0.0273,0.168,0.000699,0.143,0.436,100.031,4.0,deep-house
20778,6P5umKelG16skc2qF6G8mM,Jason Derulo;Kodak Black,Am I Ready - Pop Night Out,Slidin',0,156300,True,0.695,0.884,11,-1.953,0,0.172,0.106,0.0,0.134,0.803,100.088,4.0,dance
3351,0L7lTy1aRn1TYYCTazcO5j,The Seige,Run for Your Life,Run for Your Life,55,180137,True,0.714,0.905,4,-5.137,0,0.245,0.0921,0.00149,0.0863,0.362,118.119,4.0,alternative
20437,12gp9XggBAImRaqz7ASv9u,Tiësto;Ava Max,Summer Music Festival Hits,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4.0,dance
25521,4tELPC3XSTG4KXntjidNfZ,Tapps,RE-Turn,Burning With Fire,33,389553,False,0.693,0.907,0,-6.182,1,0.0437,0.00106,0.084,0.0875,0.768,134.945,4.0,disco
17007,1ME8Thb5mDmBYTI3I5f3uJ,ZABO,Breathe,Breathe,55,199200,False,0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982,4.0,club
8631,32BEasyNQgqXQJKoVa0fUw,Greta Van Fleet,From The Fires,Black Smoke Rising,68,259893,False,0.558,0.902,7,-4.018,1,0.0464,0.197,0.000148,0.0852,0.572,100.027,4.0,blues
8419,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,White Blood Cells,Fell In Love With a Girl,72,110093,False,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4.0,blues
28319,6yQAwPJmFn0OBTKWOnQFfv,Said The Sky;The Maine,Sentiment,"Go on Then, Love",54,201076,False,0.558,0.852,9,-4.07,1,0.0752,0.0905,2.38e-05,0.123,0.28,110.02,4.0,dub
16259,6Jmw670ScZOp4hNJRDvnCA,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 11, Chiarina (Live in Japan, 2022)",0,71413,False,0.482,0.0749,0,-25.391,0,0.0426,0.994,0.836,0.118,0.2,70.276,3.0,classical
32082,3oZoXyU0SkDldgS7AcN4y4,Dillon Francis;DJ Snake,"Money Sucks, Friends Rule",Get Low,61,212773,False,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4.0,electronic
3751,7xcqbjV2NfxlnJzqdRuO7E,Kavinsky;The Weeknd,Kiss Land (Deluxe),Odd Look,55,252853,False,0.627,0.897,10,-3.647,0,0.0504,0.246,0.0,0.117,0.257,104.947,4.0,alternative
34864,4DeiulavvsCersENKheDhG,Kuldeep Manak,Kuldeep Manak Te Lal Chand Yamla Remix,Banoti Yaar Remix,33,369386,False,0.597,0.666,11,-11.708,0,0.111,0.196,0.0,0.31,0.761,92.067,4.0,folk
30287,3nWZHzvATyjyhrExemHNGR,Becky Hill;Topic,pov: it's 2021,My Heart Goes (La Di Da),0,148960,False,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4.0,edm
21565,3UOg91DTKgZuWsYsV1Zn13,NSG;MHD,In Da Car,In Da Car,60,258320,True,0.894,0.746,2,-4.842,1,0.188,0.0795,6.74e-05,0.178,0.775,101.016,4.0,dancehall
11860,5RySo0AAUR0reTHSCvb6HC,Ben Howard,I Forget Where We Were,Small Things,54,343786,False,0.393,0.595,7,-9.825,0,0.0405,0.79,0.297,0.115,0.165,135.797,4.0,british
10235,7fUsp5n5w1qno9EfeTXKpP,The Breakfastaz,Psychopath/ Freefall,Freefall,16,394000,False,0.655,0.899,10,-7.95,0,0.0369,0.00013,0.83,0.0694,0.588,138.01,4.0,breakbeat
28291,4PenkIGhjX5kjFv05OndKm,Mad Professor;Alika,The Very Best of Mad Professor,The Lion of Judah,34,214573,False,0.773,0.436,10,-10.163,1,0.402,0.0118,1.04e-06,0.128,0.611,85.901,4.0,dub
5329,1yPluCl0c17RcWyGjV7tw5,Otaku,Ghibli Lofi,Aryetti's Song,60,115616,False,0.49,0.296,3,-20.157,0,0.0301,0.726,0.862,0.106,0.339,75.012,4.0,anime
4270,0OF6WSdeVmYEGBZlxvwvLq,The American Dollar,Ambient One,Anything You Synthesize - Ambient,53,248125,False,0.496,0.0936,1,-22.248,0,0.0359,0.43,0.94,0.0997,0.0308,120.116,4.0,ambient
5735,6gGpF8V8miC4O0GZUqSZ9a,ENHYPEN,BORDER : CARNIVAL,Intro : The Invitation,52,130882,False,0.283,0.806,9,-6.017,0,0.0555,0.00442,0.243,0.283,0.261,67.651,4.0,anime
31897,0w8HCs4mEIH9sGtZASV5bJ,Seeb;Julie Bergan,"Anímate, es viernes",Don't You Wanna Play?,0,138733,False,0.556,0.77,2,-3.52,0,0.0306,0.0214,0.0,0.147,0.674,99.959,4.0,electro
17528,3wm8lKhz6ocSacwIJN6sOU,Newtone,Make It Real / Rhapsody,Make It Real,17,247671,False,0.735,0.667,11,-6.768,0,0.0515,0.0416,0.892,0.12,0.264,124.013,4.0,club
16096,68FoCsZDzesgt2jlmvpFdM,Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,Weihnachten Klassik 2022,"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",0,391560,False,0.513,0.296,7,-15.81,1,0.0496,0.99,0.803,0.158,0.804,84.367,4.0,classical
14202,0dUz6gNLT9sZy2A2RJXNG3,The Countdown Kids,150 Fun Songs For Kids,Hush Little Baby,28,98173,False,0.739,0.183,5,-8.195,1,0.0302,0.752,0.0,0.0969,0.424,93.947,4.0,children
17947,6rG8dSIKzhfbtnGDsBX8kZ,The Magnetic Fields,Quickies,(I Want to Join A) Biker Gang,18,141120,False,0.587,0.852,7,-6.195,1,0.0508,0.69,0.46,0.329,0.487,118.265,4.0,club
538,2EkGF5wYi3QrxTMMQftm4a,Mia Rollo,Saktong Akustik,Beer,29,254306,False,0.473,0.493,11,-6.733,1,0.0302,0.84,6.57e-06,0.0915,0.54,169.998,4.0,acoustic
7495,46arFjQJkK7H09CAwKU4DS,Nickel Creek,Reason's Why (The Very Best),When In Rome,22,255586,False,0.377,0.614,7,-12.364,1,0.0433,0.073,0.0634,0.0962,0.558,173.76,4.0,bluegrass
28189,5WggjuxMubr94bo33Aan4K,ILLENIUM;Kerli,Awake,Sound of Walking Away,54,253333,False,0.362,0.79,2,-2.761,1,0.066,0.0744,0.000181,0.101,0.208,179.943,4.0,dub
22524,725psKOmvjhV8lZ5X1YJ4o,The Agonist,Eye of Providence,Disconnect Me,23,212466,False,0.473,0.99,8,-3.537,1,0.217,4.54e-06,0.0391,0.0797,0.0371,119.492,4.0,death-metal
6694,0y5Rpnq7cT4FA4sbPLMkWo,Kvelertak,Meir,Undertro,18,385853,False,0.469,0.956,9,-5.665,1,0.104,4.3e-05,0.842,0.329,0.175,139.975,4.0,black-metal
21041,6Uqc4WAhVelhB3tkkjaKoM,Burna Boy;Wizkid,Totally Rap,B. D’OR,0,189800,False,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4.0,dancehall
2428,5XbjnXDZgLSLTfh1R8L7vM,Faith No More,80's,Epic - Radio Edit,0,239360,False,0.487,0.889,4,-7.998,0,0.073,0.101,0.0274,0.157,0.265,87.138,4.0,alt-rock
23734,2C4qlSBJ9u5fzvciCwHy8B,Nora En Pure,Tribe of Kindness,Tribe of Kindness,51,222295,False,0.629,0.788,2,-8.187,1,0.0435,0.134,0.924,0.0927,0.0714,121.986,4.0,deep-house
7678,6WyNYIchqhRaBQz5ZTxmm1,Mipso,Old Time Reverie,Captain's Daughter,24,214411,False,0.634,0.29,5,-11.163,1,0.0318,0.878,0.0017,0.138,0.688,109.972,4.0,bluegrass
28989,0Sr6huN8HcTtrKmiOkAogw,Gregory Isaacs,Reggae Anthology: Gregory Isaacs - The Ruler [1972-1990],Red Rose For Gregory,25,235773,False,0.784,0.536,6,-7.29,1,0.0575,0.0865,1.46e-06,0.112,0.824,82.272,4.0,dub
6989,7Jsx6x2qhGfKED833E3d52,Windir,Soknardalr,Likbør,15,492434,False,0.12,0.891,0,-7.428,0,0.0752,0.000928,0.953,0.355,0.158,149.26,4.0,black-metal
18618,1uzF3wJdgmDcn4kQqJzwo3,Mike Sheer,Welcome to This Basement,Bourbon Says Relax,22,60547,True,0.627,0.455,1,-17.743,0,0.921,0.967,0.000422,0.6,0.952,67.592,4.0,comedy
13960,0gjo1hPD3ZhYNTL4CL9LhF,Chez Damier;Chris Carrier;JEFFK;Nouha Matlouni,"Adult Only Records 10 Years, Vol. 2",In My System,5,421463,False,0.802,0.603,1,-14.025,1,0.0553,0.000431,0.906,0.0855,0.636,122.996,4.0,chicago-house
38991,14FW5L81Px03LnnsXnB2LG,Jack White,Fear Of The Dawn,What's the Trick?,54,214842,False,0.375,0.71,0,-8.665,1,0.267,0.000867,0.00628,0.104,0.559,97.335,4.0,garage
21156,7rj8aNwZqTvrUeLlAyNWtZ,Charly Black,Gyal You A Party Animal,Gyal You A Party Animal,66,214866,False,0.588,0.841,0,-5.138,1,0.0932,0.026,0.0,0.33,0.871,134.577,5.0,dancehall
25376,434s5Dl0MmJuwu16VemO50,Ikke Hüftgold;KYANU;Abrissgebeat,Ich schwanke noch (Kyanu & Abrissgebeat Remix),Ich schwanke noch - Kyanu & Abrissgebeat Remix,37,184741,False,0.565,0.953,3,-5.114,1,0.118,0.00182,0.0,0.342,0.622,75.075,4.0,disco
14770,4JarFNEChmNCin84iAoZHI,Pancake Manor,Happy and We Know It,Five Little Monkeys Jumping on the Bed,52,184315,False,0.592,0.694,1,-7.593,1,0.0719,0.0272,0.0,0.224,0.865,146.276,4.0,children
5077,5IzZpz0vA73IIjqFPpXSXP,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Attack on Titan,62,256920,False,0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,4.0,anime
30001,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4.0,edm
31483,4HVRP4l0lOnq0Lexs7EmBu,Galantis,Brandneu Dance,1x1,0,139435,False,0.887,0.863,2,-4.2,1,0.0697,0.0176,0.0594,0.288,0.517,120.028,4.0,electro
36654,7dNqszkx1prIf0m33E8gDw,Kid Francescoli;Julia Minkin,With Julia,Blow Up,55,315086,False,0.693,0.406,9,-8.154,1,0.0524,0.571,0.782,0.115,0.571,104.987,4.0,french
31122,7pT6WSg4PCt4mr5ZFyUfsF,Alec Benjamin,Narrated For You,If We Have Each Other,75,181522,False,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,4.0,electro
31436,5gC7UsLqH2xGn2EHXr6X26,Alessia Cara,All I want For Christmas Is Music,Make It To Christmas,0,211013,False,0.535,0.522,2,-7.87,1,0.0363,0.131,0.0,0.438,0.305,77.054,4.0,electro
38779,2k88xl6RRzXAg1ZKHIKEmZ,Cocktail Slippers,Shout It out Loud!,She Devil (Shout It out Loud!),26,181760,False,0.458,0.909,0,-5.005,1,0.0594,0.000275,1.73e-06,0.683,0.654,142.015,4.0,garage
29230,6MZ43oKR8vOH2uKOy31uav,Krewella;Nucleya,zer0,Good on You,34,159198,False,0.7,0.725,6,-5.644,0,0.0432,0.0524,5.97e-06,0.256,0.192,109.951,4.0,dubstep
18892,1KqKCZ3IjWZoVxrIv308GI,Gary Gulman,The Great Depresh,The 1980's Kidnapping Hoax,20,196232,True,0.462,0.735,5,-13.287,0,0.941,0.877,0.0,0.664,0.444,81.357,5.0,comedy
11766,1Hvu6PTUVS16UyJyiJgGZq,Henry Jackman;Matthew Margeson,Kingsman: The Golden Circle (Original Motion Picture Score),No Time for Emotion,44,171680,False,0.224,0.239,9,-11.429,1,0.0343,0.382,0.000619,0.0865,0.0605,127.645,3.0,british
14350,4ofg4Jc82bXC8PdoMrglgg,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,Row Row Row Your Boat,57,119971,False,0.688,0.311,0,-10.708,1,0.0353,0.888,1.93e-06,0.361,0.36,115.573,3.0,children
1145,1b0rnT35mqbls6Mh1EwVwE,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),Lion Man - Live,30,247680,False,0.438,0.702,2,-6.294,0,0.0405,0.587,0.0,0.504,0.249,84.176,4.0,afrobeat
8834,7JE16VzmuDrVmRgQZTp9OG,Slank,Tujuh,Bimbim Jangan Menangis,34,381421,False,0.309,0.37,0,-10.991,1,0.032,0.866,0.529,0.111,0.176,128.762,4.0,blues
31148,71A0fSIUozc9NvH3tn3rO6,"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Perreo Tenebroso Vol. 2,Sigan Bailando,0,291453,False,0.753,0.831,1,-4.702,0,0.247,0.148,2.32e-05,0.0902,0.684,180.054,4.0,electro
6549,5uSq44B4BVNOG5FklL98lc,Wolves In The Throne Room,Celestial Lineage,Woodland Cathedral,18,326306,False,0.0629,0.404,5,-10.396,1,0.0362,0.21,0.0,0.0873,0.037,67.305,5.0,black-metal
33295,7FyQJel10x62itXkU2ybhb,For Revenge,Second Chance,Permainan Menunggu,43,281253,False,0.414,0.939,2,-4.229,0,0.0653,0.0136,8.68e-06,0.627,0.147,139.951,4.0,emo
31283,2IURcEXwXgzREzWkr2foxQ,Alesso,Queda poco para la PAES,REMEDY,0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,4.0,electro
32902,2WDjQJptGBH8ZOpXrBehBh,Yellow Claw;Angger Dimas,"Amsterdam Trap Music, Vol. 2 (Remixes)",Kaolo Pt.2 - Angger Dimas Remix,30,224718,False,0.576,0.937,6,-5.059,0,0.0464,0.000244,0.871,0.0903,0.334,100.979,4.0,electronic
36814,2SWBWoXNgduC3MtVamamZR,Koba LaD,VII,Tout,33,182200,True,0.714,0.611,8,-5.211,1,0.34,0.452,0.000103,0.166,0.323,139.784,4.0,french
